,age,gender,country,education,job_title,years_coding,salary,Data_Science_Course,Languages
14702,30-34,Man,India,Bachelor’s degree,Software Engineer,5-10 years,"25,000-29,999","Kaggle Learn Courses;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","SQL;Java;Javascript;Kaggle Learn Courses;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14705,40-44,Man,Australia,Master’s degree,Other,10-20 years,"150,000-199,999","edX;Kaggle Learn Courses;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","SQL;Java;Javascript;edX;Kaggle Learn Courses;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14706,22-24,Woman,Russia,Master’s degree,Research Scientist,3-5 years,$0-999,,R;
14708,30-34,Man,Other,Master’s degree,Software Engineer,10-20 years,"40,000-49,999",Fast.ai;University Courses (resulting in a university degree),C++;Bash;Fast.ai;University Courses (resulting in a university degree)
14709,45-49,Man,France,Professional degree,Data Scientist,10-20 years,"60,000-69,999",None,Java;None
14712,30-34,Man,Russia,Professional degree,Machine Learning Engineer,5-10 years,"30,000-39,999",Kaggle Learn Courses;Fast.ai,SQL;Javascript;Bash;Kaggle Learn Courses;Fast.ai
14713,45-49,Woman,United States of America,Master’s degree,Software Engineer,20+ years,"100,000-124,999",Udemy,Javascript;Udemy
14715,30-34,Man,India,Master’s degree,Product/Project Manager,5-10 years,"125,000-149,999",Udemy;LinkedIn Learning,SQL;Udemy;LinkedIn Learning
14716,40-44,Man,"Iran, Islamic Republic of...",Doctoral degree,Machine Learning Engineer,10-20 years,"1,000-1,999",,Java;
14718,22-24,Man,Kenya,Bachelor’s degree,Statistician,1-2 years,"7,500-9,999",University Courses (resulting in a university degree),R;University Courses (resulting in a university degree)
14720,35-39,Man,United States of America,Master’s degree,Business Analyst,< 1 years,$0-999,Kaggle Learn Courses;Udacity;Udemy;LinkedIn Learning,SQL;Kaggle Learn Courses;Udacity;Udemy;LinkedIn Learning
14721,30-34,Man,United States of America,Master’s degree,Business Analyst,1-2 years,"70,000-79,999",DataCamp,R;SQL;DataCamp
14723,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"4,000-4,999",edX;Udacity;Udemy,SQL;edX;Udacity;Udemy
14726,22-24,Man,Poland,Master’s degree,Data Scientist,1-2 years,"25,000-29,999","Kaggle Learn Courses;DataCamp;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;C++;Bash;MATLAB;Kaggle Learn Courses;DataCamp;LinkedIn Learning;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14727,25-29,Man,Australia,Master’s degree,Data Scientist,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),R;SQL;University Courses (resulting in a university degree)
14728,22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,1-2 years,"30,000-39,999",edX;Udemy;University Courses (resulting in a university degree),SQL;C++;edX;Udemy;University Courses (resulting in a university degree)
14729,22-24,Man,China,Bachelor’s degree,Machine Learning Engineer,1-2 years,$0-999,University Courses (resulting in a university degree),C;University Courses (resulting in a university degree)
14731,45-49,Man,United States of America,Doctoral degree,Software Engineer,5-10 years,"80,000-89,999",Udacity,SQL;C;C++;Javascript;Udacity
14732,22-24,Man,India,Professional degree,Data Analyst,1-2 years,$0-999,,R;SQL;C;C++;
14733,22-24,Woman,Taiwan,Bachelor’s degree,Research Scientist,3-5 years,"3,000-3,999",Kaggle Learn Courses,R;MATLAB;Kaggle Learn Courses
14734,22-24,Woman,Pakistan,Bachelor’s degree,Software Engineer,1-2 years,$0-999,Kaggle Learn Courses;DataCamp,C++;Java;Kaggle Learn Courses;DataCamp
14737,55-59,Man,United States of America,Master’s degree,Data Analyst,5-10 years,"70,000-79,999",Udemy;University Courses (resulting in a university degree),R;SQL;Udemy;University Courses (resulting in a university degree)
14739,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,1-2 years,"2,000-2,999",Kaggle Learn Courses;Udemy,Kaggle Learn Courses;Udemy
14741,35-39,Prefer not to say,Turkey,Doctoral degree,Research Scientist,10-20 years,$0-999,Udemy;University Courses (resulting in a university degree),SQL;C++;Java;Javascript;Udemy;University Courses (resulting in a university degree)
14744,30-34,Woman,India,Master’s degree,Data Scientist,1-2 years,"10,000-14,999",,
14747,40-44,Man,Peru,Master’s degree,Data Analyst,3-5 years,"4,000-4,999","DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)","R;SQL;C++;Julia;MATLAB;DataCamp;Cloud-certification programs (direct from AWS, Azure, GCP, or similar);University Courses (resulting in a university degree)"
14751,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,5-10 years,"60,000-69,999",Kaggle Learn Courses;Udemy,C;C++;Java;MATLAB;Kaggle Learn Courses;Udemy
14755,45-49,Man,Australia,Bachelor’s degree,Business Analyst,5-10 years,$0-999,,
14757,70+,Man,"Iran, Islamic Republic of...",Doctoral degree,Research Scientist,20+ years,"1,000-1,999",None,None
14758,35-39,Man,Italy,Professional degree,Other,10-20 years,"100,000-124,999",,R;
14759,18-21,Man,Russia,Bachelor’s degree,Data Scientist,1-2 years,$0-999,,
14761,25-29,Man,Other,Bachelor’s degree,Data Engineer,3-5 years,"60,000-69,999",edX;DataCamp;Udacity;University Courses (resulting in a university degree),SQL;Bash;edX;DataCamp;Udacity;University Courses (resulting in a university degree)
14764,40-44,Man,Greece,Doctoral degree,Research Scientist,5-10 years,"50,000-59,999",DataCamp;University Courses (resulting in a university degree),SQL;Java;DataCamp;University Courses (resulting in a university degree)
14765,35-39,Man,Spain,Master’s degree,Software Engineer,5-10 years,"50,000-59,999",University Courses (resulting in a university degree),C++;University Courses (resulting in a university degree)
14766,25-29,Woman,India,Bachelor’s degree,Research Scientist,3-5 years,"10,000-14,999",Udemy,SQL;Udemy
14767,25-29,Man,Pakistan,Doctoral degree,Data Analyst,3-5 years,$0-999,University Courses (resulting in a university degree),R;MATLAB;University Courses (resulting in a university degree)
14769,35-39,Man,Nigeria,Master’s degree,Data Scientist,1-2 years,$0-999,,
14770,60-69,Man,Japan,Some college/university study without earning a bachelor’s degree,Business Analyst,5-10 years,"5,000-7,499",None,SQL;None
14776,45-49,Man,Spain,Master’s degree,Data Scientist,10-20 years,"80,000-89,999",edX;Udemy;University Courses (resulting in a university degree),R;SQL;edX;Udemy;University Courses (resulting in a university degree)
14779,22-24,Man,Spain,Bachelor’s degree,Data Analyst,3-5 years,$0-999,edX;Kaggle Learn Courses;Fast.ai,R;SQL;C;Java;Javascript;Julia;Bash;edX;Kaggle Learn Courses;Fast.ai
14780,25-29,Man,India,Bachelor’s degree,Software Engineer,< 1 years,$0-999,DataCamp,Javascript;DataCamp
14782,55-59,Prefer not to say,Germany,Master’s degree,Data Scientist,5-10 years,$0-999,edX;LinkedIn Learning,Swift;edX;LinkedIn Learning
14783,55-59,Man,United States of America,Master’s degree,Data Scientist,20+ years,"125,000-149,999",Fast.ai,R;SQL;Julia;Fast.ai
14785,40-44,Man,Egypt,Doctoral degree,Research Scientist,5-10 years,"100,000-124,999",Kaggle Learn Courses,MATLAB;Kaggle Learn Courses
14786,40-44,Man,United States of America,Bachelor’s degree,Data Analyst,< 1 years,"40,000-49,999",Kaggle Learn Courses;Udemy,SQL;Kaggle Learn Courses;Udemy
14787,30-34,Man,India,Master’s degree,Machine Learning Engineer,10-20 years,"2,000-2,999",Fast.ai,Fast.ai
14788,25-29,Woman,Russia,Master’s degree,Business Analyst,< 1 years,"20,000-24,999",,
14789,50-54,Man,Taiwan,Doctoral degree,Product/Project Manager,20+ years,"40,000-49,999",,C;C++;Java;
14790,25-29,Man,United States of America,Master’s degree,Data Engineer,3-5 years,"100,000-124,999",edX;DataCamp;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;Java;edX;DataCamp;Udacity;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
14791,50-54,Man,India,Master’s degree,Product/Project Manager,10-20 years,"90,000-99,999","Kaggle Learn Courses;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)","C;C++;Java;Kaggle Learn Courses;Udemy;Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14792,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Statistician,3-5 years,"50,000-59,999",Kaggle Learn Courses;DataCamp,R;SQL;Kaggle Learn Courses;DataCamp
14794,18-21,Man,India,Master’s degree,Data Scientist,< 1 years,$0-999,,C;
14795,30-34,Man,India,Bachelor’s degree,Other,1-2 years,"20,000-24,999",None,SQL;Bash;None
14797,40-44,Man,Japan,Master’s degree,Software Engineer,10-20 years,"60,000-69,999",Kaggle Learn Courses,Kaggle Learn Courses
14798,22-24,Man,Ukraine,Master’s degree,Data Scientist,3-5 years,"5,000-7,499",Kaggle Learn Courses;LinkedIn Learning,Bash;Kaggle Learn Courses;LinkedIn Learning
14799,50-54,Man,United States of America,Doctoral degree,Other,20+ years,"300,000-500,000",Udacity,Javascript;Bash;Udacity
14801,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,10-20 years,"30,000-39,999",Udemy,C;C++;Bash;Udemy
14803,30-34,Man,Argentina,Bachelor’s degree,Data Analyst,1-2 years,"10,000-14,999",,SQL;
14804,25-29,Man,Brazil,Master’s degree,Data Analyst,3-5 years,$0-999,Kaggle Learn Courses;Udemy,R;SQL;Kaggle Learn Courses;Udemy
14805,30-34,Man,India,Master’s degree,Statistician,3-5 years,"20,000-24,999",Udemy,R;Udemy
14806,45-49,Man,Other,Master’s degree,Data Engineer,20+ years,"70,000-79,999",Fast.ai,SQL;Bash;Fast.ai
14807,35-39,Prefer not to say,United States of America,Bachelor’s degree,Data Analyst,1-2 years,"60,000-69,999",edX;Kaggle Learn Courses,edX;Kaggle Learn Courses
14808,35-39,Man,Other,Master’s degree,DBA/Database Engineer,5-10 years,"1,000-1,999",edX;Kaggle Learn Courses;Udacity;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;C++;Javascript;edX;Kaggle Learn Courses;Udacity;LinkedIn Learning;University Courses (resulting in a university degree)
14809,45-49,Man,Japan,Bachelor’s degree,Data Scientist,5-10 years,"90,000-99,999",edX;Udemy,R;edX;Udemy
14813,25-29,Man,United States of America,Bachelor’s degree,Software Engineer,5-10 years,"150,000-199,999",University Courses (resulting in a university degree),C;C++;Bash;University Courses (resulting in a university degree)
14815,35-39,Man,Russia,Professional degree,Software Engineer,3-5 years,"15,000-19,999",,
14818,22-24,Woman,Indonesia,Bachelor’s degree,Software Engineer,1-2 years,$0-999,DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree),C++;Java;DataCamp;Udacity;LinkedIn Learning;University Courses (resulting in a university degree)
14819,22-24,Man,Brazil,Bachelor’s degree,Data Scientist,5-10 years,"10,000-14,999",Udemy,C++;Udemy
14821,40-44,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years,"15,000-19,999",Kaggle Learn Courses;Udemy,SQL;Javascript;Kaggle Learn Courses;Udemy
14822,35-39,Man,Spain,Master’s degree,Research Scientist,5-10 years,"10,000-14,999",University Courses (resulting in a university degree),R;SQL;C;C++;University Courses (resulting in a university degree)
14823,40-44,Man,Japan,Bachelor’s degree,DBA/Database Engineer,3-5 years,$0-999,,SQL;
14824,30-34,Woman,Nigeria,Master’s degree,Software Engineer,5-10 years,"1,000-1,999",Kaggle Learn Courses;DataCamp;Udacity;Udemy,SQL;C++;Kaggle Learn Courses;DataCamp;Udacity;Udemy
14825,25-29,Man,Other,Doctoral degree,Other,5-10 years,"2,000-2,999",DataCamp,R;SQL;DataCamp
14827,18-21,Man,India,Professional degree,Data Scientist,3-5 years,"2,000-2,999",,C;Bash;
14832,40-44,Man,India,Bachelor’s degree,Data Engineer,10-20 years,"7,500-9,999",,Java;
14834,35-39,Man,United States of America,Doctoral degree,Research Scientist,20+ years,"125,000-149,999",Kaggle Learn Courses;University Courses (resulting in a university degree),R;Bash;MATLAB;Kaggle Learn Courses;University Courses (resulting in a university degree)
14840,18-21,Man,India,Professional degree,Machine Learning Engineer,1-2 years,$0-999,Udemy;University Courses (resulting in a university degree),C;C++;Udemy;University Courses (resulting in a university degree)
14847,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"5,000-7,499",None,SQL;Java;Javascript;None
14848,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,"3,000-3,999",Kaggle Learn Courses;Udemy,SQL;Kaggle Learn Courses;Udemy
14849,40-44,Woman,Nigeria,Doctoral degree,Software Engineer,1-2 years,"4,000-4,999",None,Javascript;MATLAB;None
14850,35-39,Man,"Iran, Islamic Republic of...",Doctoral degree,Software Engineer,10-20 years,"1,000-1,999",None,MATLAB;None
14851,30-34,Man,Turkey,Doctoral degree,Data Scientist,5-10 years,"10,000-14,999",DataCamp;Udemy;University Courses (resulting in a university degree),R;SQL;Julia;DataCamp;Udemy;University Courses (resulting in a university degree)
14852,25-29,Woman,Morocco,Master’s degree,Statistician,I have never written code,$0-999,,
14854,30-34,Man,Nigeria,Bachelor’s degree,Business Analyst,I have never written code,"1,000-1,999",LinkedIn Learning,LinkedIn Learning
14855,45-49,Man,United States of America,Master’s degree,Product/Project Manager,10-20 years,"100,000-124,999",Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree),Kaggle Learn Courses;LinkedIn Learning;University Courses (resulting in a university degree)
14856,35-39,Man,Taiwan,Master’s degree,Other,10-20 years,"60,000-69,999",None,C;C++;None
14859,35-39,Man,United States of America,Doctoral degree,Data Scientist,5-10 years,"100,000-124,999",,R;SQL;
14860,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,"5,000-7,499",,SQL;
14863,30-34,Man,Russia,Master’s degree,Data Scientist,I have never written code,$0-999,,
14864,30-34,Man,Ireland,Doctoral degree,Machine Learning Engineer,5-10 years,"100,000-124,999",Kaggle Learn Courses,Kaggle Learn Courses
14866,25-29,Man,Brazil,Master’s degree,Data Scientist,3-5 years,$0-999,,SQL;
14867,45-49,Man,Other,Doctoral degree,Data Scientist,10-20 years,"30,000-39,999",DataCamp;Fast.ai;Udacity;Udemy,SQL;DataCamp;Fast.ai;Udacity;Udemy
14868,25-29,Woman,India,Bachelor’s degree,DBA/Database Engineer,1-2 years,"1,000-1,999",Kaggle Learn Courses;DataCamp;Udemy,SQL;Kaggle Learn Courses;DataCamp;Udemy
14869,25-29,Man,South Africa,Bachelor’s degree,Data Scientist,5-10 years,"100,000-124,999",Udemy;LinkedIn Learning;University Courses (resulting in a university degree),R;SQL;C;C++;Java;MATLAB;Udemy;LinkedIn Learning;University Courses (resulting in a university degree)
14870,25-29,Woman,Italy,Master’s degree,Data Scientist,3-5 years,"40,000-49,999",DataCamp;Udacity;Udemy;University Courses (resulting in a university degree),DataCamp;Udacity;Udemy;University Courses (resulting in a university degree)
14872,60-69,Man,Canada,Doctoral degree,Data Scientist,20+ years,"125,000-149,999",Udacity;Udemy,R;SQL;Bash;Udacity;Udemy
14874,35-39,Man,Other,Master’s degree,Data Analyst,I have never written code,$0-999,,
14875,25-29,Man,Brazil,Bachelor’s degree,Software Engineer,< 1 years,$0-999,Udemy,Javascript;Udemy
14876,30-34,Woman,India,Doctoral degree,Data Scientist,5-10 years,"30,000-39,999",,SQL;
14877,30-34,Man,Japan,Master’s degree,Software Engineer,5-10 years,"90,000-99,999",Udemy,C++;Udemy
14881,22-24,Woman,Tunisia,Master’s degree,Research Scientist,3-5 years,$0-999,Kaggle Learn Courses;DataCamp,SQL;Java;Kaggle Learn Courses;DataCamp
14882,25-29,Man,Russia,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years,"30,000-39,999",,SQL;Javascript;
14883,40-44,Prefer to self-describe,Spain,Master’s degree,Data Scientist,20+ years,"40,000-49,999",Kaggle Learn Courses,SQL;Bash;Kaggle Learn Courses
14885,30-34,Man,India,Doctoral degree,Research Scientist,3-5 years,$0-999,DataCamp;Udemy;University Courses (resulting in a university degree),R;DataCamp;Udemy;University Courses (resulting in a university degree)
14886,40-44,Man,Israel,Master’s degree,Data Scientist,20+ years,"80,000-89,999",None,R;None
14887,45-49,Man,Peru,Bachelor’s degree,Software Engineer,20+ years,"7,500-9,999",edX;Udacity,SQL;C;C++;Java;edX;Udacity
